;Make;Model;Year;HP;Cilindros;Transmision;Tipo Traccion;Autopista MPG;Ciudad MPG;Precio
5097;Infiniti;G Coupe;2013;348.0;6.0;Automatico;Traccion Trasera;27;19;53100
5098;Infiniti;G Coupe;2013;348.0;6.0;Manual;Traccion Trasera;25;17;51200
5099;Infiniti;G Sedan;2011;328.0;6.0;Automatico;AWD Tracción integral;25;18;41550
5100;Infiniti;G Sedan;2011;328.0;6.0;Automatico;Traccion Trasera;27;19;44150
5101;Infiniti;G Sedan;2011;328.0;6.0;Automatico;Traccion Trasera;27;19;39950
5102;Infiniti;G Sedan;2011;328.0;6.0;Automatico;Traccion Trasera;27;19;35800
5103;Infiniti;G Sedan;2011;328.0;6.0;Automatico;AWD Tracción integral;25;18;37400
5104;Infiniti;G Sedan;2011;218.0;6.0;Automatico;Traccion Trasera;29;20;32000
5105;Infiniti;G Sedan;2011;328.0;6.0;Manual;Traccion Trasera;25;17;40200
5106;Infiniti;G Sedan;2011;218.0;6.0;Automatico;AWD Tracción integral;27;19;35000
5107;Infiniti;G Sedan;2011;218.0;6.0;Automatico;Traccion Trasera;29;20;33400
5108;Infiniti;G Sedan;2011;328.0;6.0;Automatico;AWD Tracción integral;25;18;44750
5109;Infiniti;G Sedan;2012;328.0;6.0;Manual;Traccion Trasera;25;17;41500
5110;Infiniti;G Sedan;2012;328.0;6.0;Automatico;Traccion Trasera;27;19;36900
5111;Infiniti;G Sedan;2012;218.0;6.0;Automatico;Traccion Trasera;29;20;33100
5112;Infiniti;G Sedan;2012;328.0;6.0;Automatico;AWD Tracción integral;25;18;38500
5113;Infiniti;G Sedan;2012;328.0;6.0;Automatico;AWD Tracción integral;25;18;41850
5114;Infiniti;G Sedan;2012;328.0;6.0;Automatico;AWD Tracción integral;25;18;46050
5115;Infiniti;G Sedan;2012;328.0;6.0;Automatico;Traccion Trasera;27;19;45450
5116;Infiniti;G Sedan;2012;218.0;6.0;Automatico;AWD Tracción integral;27;19;36100
5117;Infiniti;G Sedan;2012;328.0;6.0;Automatico;Traccion Trasera;27;19;40250
5118;Infiniti;G Sedan;2012;218.0;6.0;Automatico;Traccion Trasera;29;20;34500
5119;Infiniti;G Sedan;2013;328.0;6.0;Manual;Traccion Trasera;25;17;37150
5120;Infiniti;G Sedan;2013;328.0;6.0;Automatico;AWD Tracción integral;25;18;34550
5121;Infiniti;G Sedan;2013;328.0;6.0;Automatico;Traccion Trasera;27;19;32950
5122;Infiniti;G20;2000;145.0;4.0;Manual;Tracción Delantera;29;21;2251
5123;Infiniti;G20;2000;145.0;4.0;Manual;Tracción Delantera;29;21;2449
5124;Infiniti;G20;2001;145.0;4.0;Automatico;Tracción Delantera;28;20;22195
5125;Infiniti;G20;2001;145.0;4.0;Manual;Tracción Delantera;29;21;21395
5126;Infiniti;G20;2001;145.0;4.0;Automatico;Tracción Delantera;28;20;24895
5127;Infiniti;G20;2001;145.0;4.0;Manual;Tracción Delantera;29;21;24095
5128;Infiniti;G20;2002;145.0;4.0;Automatico;Tracción Delantera;23;20;22195
5129;Infiniti;G20;2002;145.0;4.0;Manual;Tracción Delantera;29;21;21395
5130;Infiniti;G35;2006;280.0;6.0;Automatico;AWD Tracción integral;22;16;33250
5131;Infiniti;G35;2006;298.0;6.0;Manual;Traccion Trasera;24;17;33800
5132;Infiniti;G35;2006;280.0;6.0;Automatico;Traccion Trasera;23;17;33200
5133;Infiniti;G35;2006;280.0;6.0;Automatico;Traccion Trasera;23;17;31450
5134;Infiniti;G35;2006;298.0;6.0;Manual;Traccion Trasera;24;17;31200
5135;Infiniti;G35;2007;275.0;6.0;Automatico;Traccion Trasera;23;16;33450
5136;Infiniti;G35;2007;306.0;6.0;Automatico;Traccion Trasera;24;17;33450
5137;Infiniti;G35;2007;306.0;6.0;Automatico;AWD Tracción integral;23;17;33950
5138;Infiniti;G35;2007;293.0;6.0;Manual;Traccion Trasera;23;17;34050
5139;Infiniti;G35;2007;306.0;6.0;Automatico;Traccion Trasera;24;17;31900
5140;Infiniti;G35;2007;306.0;6.0;Automatico;Traccion Trasera;24;17;31450
5141;Infiniti;G35;2007;306.0;6.0;Manual;Traccion Trasera;25;17;32250
5142;Infiniti;G35;2008;306.0;6.0;Automatico;Traccion Trasera;24;17;32250
5143;Infiniti;G35;2008;306.0;6.0;Automatico;AWD Tracción integral;23;17;34750
5144;Infiniti;G35;2008;306.0;6.0;Automatico;Traccion Trasera;24;17;32700
5145;Infiniti;G35;2008;306.0;6.0;Manual;Traccion Trasera;25;17;33050
5146;Infiniti;G37 Convertible;2010;325.0;6.0;Manual;Traccion Trasera;24;16;46950
5147;Infiniti;G37 Convertible;2010;325.0;6.0;Automatico;Traccion Trasera;25;17;54900
5148;Infiniti;G37 Convertible;2010;325.0;6.0;Automatico;Traccion Trasera;25;17;44350
5149;Infiniti;G37 Coupe;2010;330.0;6.0;Automatico;Traccion Trasera;27;19;37500
5150;Infiniti;G37 Coupe;2010;330.0;6.0;Automatico;Traccion Trasera;27;19;36050
5151;Infiniti;G37 Coupe;2010;330.0;6.0;Automatico;AWD Tracción integral;25;18;39150
5152;Infiniti;G37 Coupe;2010;330.0;6.0;Automatico;Traccion Trasera;27;19;50550
5153;Infiniti;G37 Coupe;2010;330.0;6.0;Manual;Traccion Trasera;25;17;40400
5154;Infiniti;G37 Sedan;2010;328.0;6.0;Automatico;Traccion Trasera;27;19;43350
5155;Infiniti;G37 Sedan;2010;328.0;6.0;Automatico;Traccion Trasera;27;19;33250
5156;Infiniti;G37 Sedan;2010;328.0;6.0;Automatico;AWD Tracción integral;25;18;36050
5157;Infiniti;G37 Sedan;2010;328.0;6.0;Automatico;AWD Tracción integral;25;18;43550
5158;Infiniti;G37 Sedan;2010;328.0;6.0;Manual;Traccion Trasera;25;17;37000
5159;Infiniti;G37 Sedan;2010;328.0;6.0;Automatico;Traccion Trasera;27;19;34450
5160;Infiniti;G37;2008;330.0;6.0;Automatico;Traccion Trasera;24;18;35650
5161;Infiniti;G37;2008;330.0;6.0;Manual;Traccion Trasera;26;17;36200
5162;Infiniti;G37;2008;330.0;6.0;Automatico;Traccion Trasera;24;18;34900
5163;Infiniti;G37;2009;328.0;6.0;Automatico;Traccion Trasera;26;18;33700
5164;Infiniti;G37;2009;328.0;6.0;Automatico;Traccion Trasera;26;18;33250
5165;Infiniti;G37;2009;328.0;6.0;Manual;Traccion Trasera;25;17;34250
5166;Infiniti;G37;2009;325.0;6.0;Automatico;Traccion Trasera;25;17;43850
5167;Infiniti;G37;2009;328.0;6.0;Automatico;AWD Tracción integral;25;18;35750
5168;Infiniti;G37;2009;330.0;6.0;Automatico;AWD Tracción integral;25;18;38700
5169;Infiniti;G37;2009;330.0;6.0;Manual;Traccion Trasera;25;17;37000
5170;Infiniti;G37;2009;330.0;6.0;Automatico;Traccion Trasera;26;18;35900
5171;Infiniti;G37;2009;325.0;6.0;Manual;Traccion Trasera;24;16;43900
5172;Infiniti;G37;2009;330.0;6.0;Automatico;Traccion Trasera;26;18;36650
5173;Pontiac;G3;2009;106.0;4.0;Manual;Tracción Delantera;34;27;14335
5174;Pontiac;G5;2007;148.0;4.0;Manual;Tracción Delantera;31;22;14775
5175;Pontiac;G5;2007;173.0;4.0;Manual;Tracción Delantera;31;22;18425
5176;Pontiac;G5;2008;171.0;4.0;Manual;Tracción Delantera;32;22;19850
5177;Pontiac;G5;2008;148.0;4.0;Manual;Tracción Delantera;33;24;15675
5178;Pontiac;G5;2009;155.0;4.0;Manual;Tracción Delantera;37;25;16980
5179;Pontiac;G5;2009;155.0;4.0;Manual;Tracción Delantera;35;25;20280
5180;Pontiac;G6;2008;217.0;6.0;Automatico;Tracción Delantera;26;17;30210
5181;Pontiac;G6;2008;252.0;6.0;Automatico;Tracción Delantera;26;17;26755
5182;Pontiac;G6;2008;219.0;6.0;Automatico;Tracción Delantera;26;17;23100
5183;Pontiac;G6;2008;252.0;6.0;Automatico;Tracción Delantera;26;17;26960
5184;Pontiac;G6;2008;164.0;4.0;Automatico;Tracción Delantera;30;22;18765
5185;Pontiac;G6;2008;164.0;4.0;Automatico;Tracción Delantera;30;22;20290
5187;Pontiac;G6;2009;252.0;6.0;Automatico;Tracción Delantera;26;17;28580
5188;Pontiac;G6;2009;164.0;4.0;Automatico;Tracción Delantera;30;22;19275
5189;Pontiac;G6;2009;221.0;6.0;Automatico;Tracción Delantera;26;17;24180
5190;Pontiac;G6;2009;252.0;6.0;Automatico;Tracción Delantera;26;17;28960
5191;Pontiac;G6;2009;219.0;6.0;Automatico;Tracción Delantera;26;17;24710
5192;Pontiac;G6;2009;164.0;4.0;Automatico;Tracción Delantera;33;22;22220
5193;Pontiac;G6;2009;217.0;6.0;Automatico;Tracción Delantera;26;17;32300
5194;Pontiac;G6;2009;164.0;4.0;Automatico;Tracción Delantera;30;22;20490
5195;Pontiac;G6;2009;164.0;4.0;Automatico;Tracción Delantera;30;22;21165
5196;Pontiac;G6;2009;252.0;6.0;Automatico;Tracción Delantera;26;17;29060
5197;Pontiac;G6;2009;221.0;6.0;Automatico;Tracción Delantera;26;17;24080
5198;Pontiac;G6;2009;252.0;6.0;Automatico;Tracción Delantera;26;17;28480
5199;Pontiac;G6;2009;219.0;6.0;Automatico;Tracción Delantera;26;17;24610
5200;Pontiac;G6;2009;221.0;6.0;Automatico;Tracción Delantera;26;17;31870
5201;Pontiac;G6;2010;164.0;4.0;Automatico;Tracción Delantera;30;22;21275
5202;Genesis;G80;2017;311.0;6.0;Automatico;Traccion Trasera;28;18;41400
5203;Genesis;G80;2017;420.0;8.0;Automatico;Traccion Trasera;23;15;54550
5204;Genesis;G80;2017;311.0;6.0;Automatico;AWD Tracción integral;25;16;43900
5205;Pontiac;G8;2008;361.0;8.0;Automatico;Traccion Trasera;24;15;29310
5206;Pontiac;G8;2008;256.0;6.0;Automatico;Traccion Trasera;25;17;26910
5207;Pontiac;G8;2009;355.0;8.0;Automatico;Traccion Trasera;24;15;31755
5208;Pontiac;G8;2009;256.0;6.0;Automatico;Traccion Trasera;25;17;28250
5209;Pontiac;G8;2009;415.0;8.0;Automatico;Traccion Trasera;20;13;37610
5210;Mitsubishi;Galant;2010;160.0;4.0;Automatico;Tracción Delantera;30;21;21599
5211;Mitsubishi;Galant;2010;160.0;4.0;Automatico;Tracción Delantera;30;21;23999
5212;Mitsubishi;Galant;2011;160.0;4.0;Automatico;Tracción Delantera;30;21;21599
5213;Mitsubishi;Galant;2011;160.0;4.0;Automatico;Tracción Delantera;30;21;23999
5214;Mitsubishi;Galant;2012;160.0;4.0;Automatico;Tracción Delantera;30;21;21899
5215;Mitsubishi;Galant;2012;160.0;4.0;Automatico;Tracción Delantera;30;21;24299
5241;Hyundai;Genesis Coupe;2014;348.0;6.0;Manual;Traccion Trasera;24;16;29350
5242;Hyundai;Genesis Coupe;2014;348.0;6.0;Automatico;Traccion Trasera;25;16;32150
5243;Hyundai;Genesis Coupe;2014;274.0;4.0;Automatico;Traccion Trasera;27;17;26350
5245;Hyundai;Genesis Coupe;2014;348.0;6.0;Automatico;Traccion Trasera;25;16;34600
5246;Hyundai;Genesis Coupe;2014;274.0;4.0;Automatico;Traccion Trasera;27;17;29300
5247;Hyundai;Genesis Coupe;2014;348.0;6.0;Manual;Traccion Trasera;24;16;33400
5248;Hyundai;Genesis Coupe;2014;274.0;4.0;Manual;Traccion Trasera;27;19;27200
5249;Hyundai;Genesis Coupe;2015;348.0;6.0;Automatico;Traccion Trasera;25;16;27950
5250;Hyundai;Genesis Coupe;2015;348.0;6.0;Manual;Traccion Trasera;24;16;26750
5251;Hyundai;Genesis Coupe;2015;348.0;6.0;Automatico;Traccion Trasera;25;16;34600
5252;Hyundai;Genesis Coupe;2015;348.0;6.0;Manual;Traccion Trasera;24;16;33400
5253;Hyundai;Genesis Coupe;2015;348.0;6.0;Manual;Traccion Trasera;24;16;29500
5254;Hyundai;Genesis Coupe;2016;348.0;6.0;Manual;Traccion Trasera;24;17;26950
5255;Hyundai;Genesis Coupe;2016;348.0;6.0;Automatico;Traccion Trasera;25;16;34950
5256;Hyundai;Genesis Coupe;2016;348.0;6.0;Automatico;Traccion Trasera;25;16;28150
5257;Hyundai;Genesis Coupe;2016;348.0;6.0;Manual;Traccion Trasera;24;17;29900
5258;Hyundai;Genesis Coupe;2016;348.0;6.0;Manual;Traccion Trasera;24;17;33750
5259;Hyundai;Genesis;2014;333.0;6.0;Automatico;Traccion Trasera;27;18;35200
5260;Hyundai;Genesis;2014;429.0;8.0;Automatico;Traccion Trasera;23;15;47400
5261;Hyundai;Genesis;2015;420.0;8.0;Automatico;Traccion Trasera;23;15;51500
5262;Hyundai;Genesis;2015;311.0;6.0;Automatico;Traccion Trasera;29;18;38000
5263;Hyundai;Genesis;2015;311.0;6.0;Automatico;AWD Tracción integral;25;16;40500
5264;Hyundai;Genesis;2016;311.0;6.0;Automatico;AWD Tracción integral;25;16;41250
5265;Hyundai;Genesis;2016;311.0;6.0;Automatico;Traccion Trasera;29;18;38750
5266;Hyundai;Genesis;2016;420.0;8.0;Automatico;Traccion Trasera;23;15;53850
5268;Maserati;Ghibli;2015;345.0;6.0;Automatico;Traccion Trasera;25;15;69800
5270;Maserati;Ghibli;2016;345.0;6.0;Automatico;Traccion Trasera;24;17;70600
5274;Maserati;Ghibli;2017;345.0;6.0;Automatico;Traccion Trasera;24;17;71600
5285;Mercedes-Benz;GL-Class;2014;240.0;6.0;Automatico;AWD Tracción integral;26;19;63000
5286;Mercedes-Benz;GL-Class;2014;362.0;8.0;Automatico;AWD Tracción integral;19;14;64550
5291;Mercedes-Benz;GL-Class;2015;362.0;6.0;Automatico;AWD Tracción integral;21;17;65200
5292;Mercedes-Benz;GL-Class;2015;240.0;6.0;Automatico;AWD Tracción integral;26;19;63600
5294;Mercedes-Benz;GL-Class;2016;240.0;6.0;Automatico;AWD Tracción integral;26;19;63600
5295;Mercedes-Benz;GL-Class;2016;362.0;6.0;Automatico;AWD Tracción integral;21;17;65200
5297;Mercedes-Benz;GLA-Class;2015;208.0;4.0;Manual Automatica;Tracción Delantera;35;25;31300
5298;Mercedes-Benz;GLA-Class;2015;208.0;4.0;Manual Automatica;AWD Tracción integral;32;24;33300
5299;Mercedes-Benz;GLA-Class;2015;355.0;4.0;Manual Automatica;AWD Tracción integral;29;23;48300
5300;Mercedes-Benz;GLA-Class;2016;375.0;4.0;Manual Automatica;AWD Tracción integral;29;22;49580
5301;Mercedes-Benz;GLA-Class;2016;208.0;4.0;Manual Automatica;Tracción Delantera;35;25;32500
5302;Mercedes-Benz;GLA-Class;2016;208.0;4.0;Manual Automatica;AWD Tracción integral;32;24;34500
5303;Mercedes-Benz;GLA-Class;2017;375.0;4.0;Automatico;AWD Tracción integral;28;22;49900
5304;Mercedes-Benz;GLA-Class;2017;208.0;4.0;Automatico;Tracción Delantera;33;24;32850
5305;Mercedes-Benz;GLA-Class;2017;208.0;4.0;Automatico;AWD Tracción integral;31;23;34850
5306;Mercedes-Benz;GLC-Class;2016;241.0;4.0;Automatico;Traccion Trasera;28;22;38950
5307;Mercedes-Benz;GLC-Class;2016;241.0;4.0;Automatico;AWD Tracción integral;28;21;40950
5308;Mercedes-Benz;GLC-Class;2017;241.0;4.0;Automatico;Traccion Trasera;28;22;39150
5309;Mercedes-Benz;GLC-Class;2017;241.0;4.0;Automatico;AWD Tracción integral;28;21;41150
5310;Mercedes-Benz;GLE-Class Coupe;2016;362.0;6.0;Automatico;AWD Tracción integral;23;17;65100
5312;Mercedes-Benz;GLE-Class Coupe;2017;362.0;6.0;Automatico;AWD Tracción integral;23;17;69650
5314;Mercedes-Benz;GLE-Class;2016;329.0;6.0;Automatico;AWD Tracción integral;22;18;64600
5316;Mercedes-Benz;GLE-Class;2016;302.0;6.0;Automatico;Traccion Trasera;24;18;51100
5318;Mercedes-Benz;GLE-Class;2016;201.0;4.0;Automatico;AWD Tracción integral;29;22;52500
5319;Mercedes-Benz;GLE-Class;2016;302.0;6.0;Automatico;AWD Tracción integral;22;17;53600
5322;Mercedes-Benz;GLE-Class;2017;329.0;6.0;Automatico;AWD Tracción integral;23;18;65650
5323;Mercedes-Benz;GLE-Class;2017;302.0;6.0;Automatico;Traccion Trasera;23;18;52000
5324;Mercedes-Benz;GLE-Class;2017;302.0;6.0;Automatico;AWD Tracción integral;22;18;54500
5325;Volkswagen;GLI;2008;200.0;4.0;Manual Automatica;Tracción Delantera;29;22;25375
5327;Volkswagen;GLI;2008;200.0;4.0;Manual;Tracción Delantera;29;20;24300
5331;Volkswagen;GLI;2009;200.0;4.0;Manual;Tracción Delantera;31;21;24770
5333;Volkswagen;GLI;2009;200.0;4.0;Manual Automatica;Tracción Delantera;29;22;25870
5335;Volkswagen;GLI;2012;200.0;4.0;Manual Automatica;Tracción Delantera;32;24;26895
5336;Volkswagen;GLI;2012;200.0;4.0;Manual;Tracción Delantera;33;22;25795
5337;Volkswagen;GLI;2012;200.0;4.0;Manual;Tracción Delantera;33;22;26695
5338;Volkswagen;GLI;2012;200.0;4.0;Manual Automatica;Tracción Delantera;32;24;24845
5341;Volkswagen;GLI;2012;200.0;4.0;Manual Automatica;Tracción Delantera;32;24;27795
5345;Volkswagen;GLI;2012;200.0;4.0;Manual;Tracción Delantera;33;22;23745
5347;Mercedes-Benz;GLK-Class;2013;302.0;6.0;Automatico;Traccion Trasera;25;19;37090
5348;Mercedes-Benz;GLK-Class;2013;302.0;6.0;Automatico;AWD Tracción integral;24;19;39090
5349;Mercedes-Benz;GLK-Class;2013;200.0;4.0;Automatico;AWD Tracción integral;33;24;38590
5350;Mercedes-Benz;GLK-Class;2014;200.0;4.0;Automatico;AWD Tracción integral;33;24;38980
5351;Mercedes-Benz;GLK-Class;2014;302.0;6.0;Automatico;AWD Tracción integral;24;19;39480
5352;Mercedes-Benz;GLK-Class;2014;302.0;6.0;Automatico;Traccion Trasera;25;19;37480
5353;Mercedes-Benz;GLK-Class;2015;302.0;6.0;Automatico;Traccion Trasera;25;19;37900
5354;Mercedes-Benz;GLK-Class;2015;302.0;6.0;Automatico;AWD Tracción integral;25;18;39900
5355;Mercedes-Benz;GLK-Class;2015;200.0;4.0;Automatico;AWD Tracción integral;33;24;39400
5358;Mercedes-Benz;GLS-Class;2017;362.0;6.0;Automatico;AWD Tracción integral;22;17;68700
5359;Volkswagen;Golf Alltrack;2017;170.0;4.0;Manual Automatica;AWD Tracción integral;30;22;26950
5360;Volkswagen;Golf Alltrack;2017;170.0;4.0;Manual Automatica;AWD Tracción integral;30;22;32890
5361;Volkswagen;Golf Alltrack;2017;170.0;4.0;Manual Automatica;AWD Tracción integral;30;22;30530
5362;Volkswagen;Golf Alltrack;2017;170.0;4.0;Manual;AWD Tracción integral;30;22;25850
5363;Volkswagen;Golf Alltrack;2017;170.0;4.0;Manual;AWD Tracción integral;30;22;29430
5364;Volkswagen;Golf GTI;2015;220.0;4.0;Manual;Tracción Delantera;34;25;29280
5365;Volkswagen;Golf GTI;2015;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;32640
5366;Volkswagen;Golf GTI;2015;210.0;4.0;Manual;Tracción Delantera;34;25;24785
5367;Volkswagen;Golf GTI;2015;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;28885
5368;Volkswagen;Golf GTI;2015;220.0;4.0;Manual;Tracción Delantera;34;25;26280
5369;Volkswagen;Golf GTI;2015;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;25885
5370;Volkswagen;Golf GTI;2015;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;30380
5371;Volkswagen;Golf GTI;2015;220.0;4.0;Manual;Tracción Delantera;34;25;29880
5372;Volkswagen;Golf GTI;2015;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;27380
5373;Volkswagen;Golf GTI;2015;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;30980
5374;Volkswagen;Golf GTI;2015;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;27980
5375;Volkswagen;Golf GTI;2015;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;29485
5376;Volkswagen;Golf GTI;2015;220.0;4.0;Manual;Tracción Delantera;34;25;31540
5377;Volkswagen;Golf GTI;2015;210.0;4.0;Manual;Tracción Delantera;34;25;25385
5378;Volkswagen;Golf GTI;2015;210.0;4.0;Manual;Tracción Delantera;34;25;30045
5379;Volkswagen;Golf GTI;2015;220.0;4.0;Manual;Tracción Delantera;34;25;26880
5380;Volkswagen;Golf GTI;2015;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;31145
5381;Volkswagen;Golf GTI;2015;210.0;4.0;Manual;Tracción Delantera;34;25;27785
5382;Volkswagen;Golf GTI;2015;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;26485
5383;Volkswagen;Golf GTI;2015;210.0;4.0;Manual;Tracción Delantera;34;25;28385
5384;Volkswagen;Golf GTI;2016;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;30620
5385;Volkswagen;Golf GTI;2016;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;26095
5386;Volkswagen;Golf GTI;2016;210.0;4.0;Manual;Tracción Delantera;34;25;25595
5387;Volkswagen;Golf GTI;2016;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;29125
5388;Volkswagen;Golf GTI;2016;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;31220
5389;Volkswagen;Golf GTI;2016;220.0;4.0;Manual;Tracción Delantera;34;25;27090
5390;Volkswagen;Golf GTI;2016;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;27590
5391;Volkswagen;Golf GTI;2016;220.0;4.0;Manual;Tracción Delantera;34;25;31630
5392;Volkswagen;Golf GTI;2016;210.0;4.0;Manual;Tracción Delantera;34;25;24995
5393;Volkswagen;Golf GTI;2016;210.0;4.0;Manual;Tracción Delantera;34;25;30135
5394;Volkswagen;Golf GTI;2016;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;31235
5395;Volkswagen;Golf GTI;2016;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;32730
5396;Volkswagen;Golf GTI;2016;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;29725
5397;Volkswagen;Golf GTI;2016;210.0;4.0;Manual;Tracción Delantera;34;25;28025
5398;Volkswagen;Golf GTI;2016;220.0;4.0;Manual;Tracción Delantera;34;25;26490
5399;Volkswagen;Golf GTI;2016;220.0;4.0;Manual;Tracción Delantera;34;25;30120
5400;Volkswagen;Golf GTI;2016;210.0;4.0;Manual;Tracción Delantera;34;25;28625
5401;Volkswagen;Golf GTI;2016;210.0;4.0;Manual Automatica;Tracción Delantera;33;25;26695
5402;Volkswagen;Golf GTI;2016;220.0;4.0;Manual;Tracción Delantera;34;25;29520
5403;Volkswagen;Golf GTI;2016;220.0;4.0;Manual Automatica;Tracción Delantera;33;25;28190
5404;Volkswagen;Golf GTI;2017;220.0;4.0;Manual Automatica;Tracción Delantera;32;24;35195
5405;Volkswagen;Golf GTI;2017;210.0;4.0;Manual;Tracción Delantera;34;24;25595
5406;Volkswagen;Golf GTI;2017;220.0;4.0;Manual;Tracción Delantera;34;24;27995
5407;Volkswagen;Golf GTI;2017;220.0;4.0;Manual;Tracción Delantera;34;24;34095
5408;Volkswagen;Golf GTI;2017;210.0;4.0;Manual Automatica;Tracción Delantera;32;24;26095
5409;Volkswagen;Golf GTI;2017;210.0;4.0;Manual Automatica;Tracción Delantera;32;24;26695
5410;Volkswagen;Golf GTI;2017;220.0;4.0;Manual Automatica;Tracción Delantera;32;24;31990
5411;Volkswagen;Golf GTI;2017;220.0;4.0;Manual;Tracción Delantera;34;24;30890
5412;Volkswagen;Golf GTI;2017;210.0;4.0;Manual;Tracción Delantera;34;24;24995
5413;Volkswagen;Golf GTI;2017;220.0;4.0;Manual Automatica;Tracción Delantera;32;24;29095
5414;Volkswagen;Golf R;2015;292.0;4.0;Manual Automatica;AWD Tracción integral;30;23;39090
5415;Volkswagen;Golf R;2015;292.0;4.0;Manual Automatica;AWD Tracción integral;30;23;36595
5416;Volkswagen;Golf R;2016;292.0;4.0;Manual Automatica;AWD Tracción integral;30;23;36750
5417;Volkswagen;Golf R;2016;292.0;4.0;Manual Automatica;AWD Tracción integral;30;23;38995
5418;Volkswagen;Golf R;2016;292.0;4.0;Manual;AWD Tracción integral;31;22;35650
5419;Volkswagen;Golf R;2016;292.0;4.0;Manual;AWD Tracción integral;31;22;37895
5420;Volkswagen;Golf R;2017;292.0;4.0;Manual Automatica;AWD Tracción integral;30;23;36755
5421;Volkswagen;Golf R;2017;292.0;4.0;Manual;AWD Tracción integral;31;22;35655
5422;Volkswagen;Golf R;2017;292.0;4.0;Manual;AWD Tracción integral;31;22;39375
5423;Volkswagen;Golf R;2017;292.0;4.0;Manual Automatica;AWD Tracción integral;30;23;40475
5424;Volkswagen;Golf SportWagen;2015;150.0;4.0;Manual Automatica;Tracción Delantera;42;31;31445
5425;Volkswagen;Golf SportWagen;2015;170.0;4.0;Automatico;Tracción Delantera;35;25;22495
5427;Volkswagen;Golf SportWagen;2015;170.0;4.0;Manual;Tracción Delantera;36;25;21395
5428;Volkswagen;Golf SportWagen;2015;170.0;4.0;Automatico;Tracción Delantera;35;25;29345
5429;Volkswagen;Golf SportWagen;2015;170.0;4.0;Automatico;Tracción Delantera;36;25;26995
5432;Volkswagen;Golf SportWagen;2015;150.0;4.0;Manual Automatica;Tracción Delantera;42;31;25695
5433;Volkswagen;Golf SportWagen;2015;150.0;4.0;Manual Automatica;Tracción Delantera;42;31;29095
5434;Volkswagen;Golf SportWagen;2016;170.0;4.0;Automatico;Tracción Delantera;35;25;24995
5435;Volkswagen;Golf SportWagen;2016;170.0;4.0;Automatico;Tracción Delantera;35;25;27025
5436;Volkswagen;Golf SportWagen;2016;170.0;4.0;Automatico;Tracción Delantera;35;25;29385
5437;Volkswagen;Golf SportWagen;2016;170.0;4.0;Automatico;Tracción Delantera;35;25;22725
5438;Volkswagen;Golf SportWagen;2016;170.0;4.0;Manual;Tracción Delantera;36;25;21625
5439;Volkswagen;Golf SportWagen;2017;170.0;4.0;Automatico;Tracción Delantera;34;25;22680
5440;Volkswagen;Golf SportWagen;2017;170.0;4.0;Automatico;Tracción Delantera;34;25;27030
5441;Volkswagen;Golf SportWagen;2017;170.0;4.0;Manual;Tracción Delantera;35;25;21580
5442;Volkswagen;Golf SportWagen;2017;170.0;4.0;Automatico;Tracción Delantera;34;25;29970
5444;Volkswagen;Golf;2015;170.0;4.0;Manual;Tracción Delantera;37;25;19295
5446;Volkswagen;Golf;2015;170.0;4.0;Manual;Tracción Delantera;37;25;21295
5447;Volkswagen;Golf;2015;170.0;4.0;Manual;Tracción Delantera;37;25;17995
5449;Volkswagen;Golf;2015;170.0;4.0;Automatico;Tracción Delantera;36;25;24895
5450;Volkswagen;Golf;2015;170.0;4.0;Automatico;Tracción Delantera;36;25;20995
5452;Volkswagen;Golf;2015;170.0;4.0;Automatico;Tracción Delantera;36;25;27395
5455;Volkswagen;Golf;2015;170.0;4.0;Automatico;Tracción Delantera;36;25;22395
5456;Volkswagen;Golf;2015;170.0;4.0;Automatico;Tracción Delantera;36;25;20395
5457;Volkswagen;Golf;2016;170.0;4.0;Automatico;Tracción Delantera;36;25;20675
5458;Volkswagen;Golf;2016;170.0;4.0;Automatico;Tracción Delantera;36;25;27425
5459;Volkswagen;Golf;2016;170.0;4.0;Automatico;Tracción Delantera;36;25;19595
5460;Volkswagen;Golf;2016;170.0;4.0;Automatico;Tracción Delantera;36;25;22625
5461;Volkswagen;Golf;2016;170.0;4.0;Manual;Tracción Delantera;37;25;18495
5462;Volkswagen;Golf;2016;170.0;4.0;Automatico;Tracción Delantera;36;25;25225
